[1.97-4.45] 哈喽大家好又见面了啊
[2470.68-2472.68] 但是也挺痛苦的
[2472.68-2474.68] 因为你毕竟人是灵魂动物
[2474.68-2477.68] 灵与肉的结合是最高境界
[2477.68-2478.68] 如果只是肉的结合
[2478.68-2480.68] 没有灵的结合
[2480.68-2482.68] 那我们就都生活在东莞就行了
[2482.68-2484.68] 操还积个几个毛灰
[2484.68-2485.68] 你像我这样的这么有钱的
[2485.68-2486.68] 我为什么要结婚
[2486.68-2487.68] 东莞258
[2487.68-2489.68] 800块钱随便挑
[2489.68-2491.68] 哪一个都比自己老婆漂亮
[2491.68-2492.68] 至少不差
[2492.68-2493.68] 对不对
[2493.68-2494.68] 至少是同款吧
[2494.68-2497.68] 因为当时我记得东莞800元都已经是1米7
[2497.68-2498.68] 这个level了
[2498.68-2500.68] 而且你可以挑三个呀
[2500.68-2501.68] 因为你有钱
[2501.68-2503.68] 他们还不争风吃醋啊
[2503.68-2505.68] 所以只是开钥匙开锁
[2505.68-2506.68] 只是试锁
[2506.68-2508.68] 那你去趟东莞泰子酒店
[2508.68-2509.68] 有200个锁
[2509.68-2511.68] 你可以试一下哪个钥匙
[2511.68-2513.68] 你这个钥匙在哪种书
[2513.68-2514.68] 你马上就会知道了
[2514.68-2515.68] 因为一共就那么三四款
[2515.68-2518.68] 那你也就是说东莞同时上班的
[2518.68-2519.68] 比如说
[2519.68-2520.68] 这两个小姐的话
[2520.68-2522.68] 至少有150个人match
[2522.68-2525.68] 就是第一层级满足你至少150
[2525.68-2526.68] 三分之一OK
[2526.68-2527.68] 甚至一半
[2527.68-2528.68] 对不对
[2528.68-2529.68] 因为没有那么没有那么大的差距
[2529.68-2531.68] 人和人毕竟是人类
[2531.68-2535.68] 那灵魂包括学历
[2535.68-2537.68] 你你你既同压缴
[2537.68-2539.68] 我操你怎么怎么弄啊
[2539.68-2541.68] 就是你比如说你像我们这样的
[2541.68-2543.68] 你找一个十八九岁的小女孩
[2543.68-2545.68] 那你确实是只剩下开锁了
[2545.68-2546.68] 对不对
[2546.68-2547.68] 因为你给他讲什么
[2547.68-2548.68] 他也听不懂啊
[2548.68-2550.68] 所以我有一个老大哥
[2550.68-2551.68] 不是我啊
[2551.68-2552.68] 真的是我了
[2552.68-2554.68] 有个小女朋友
[2554.68-2556.68] 他说他他后来分手了
[2556.68-2557.68] 我问他为什么
[2557.68-2558.68] 他说我在后边忙活的时候
[2558.68-2560.68] 他在前面玩电子游戏
[2560.68-2564.68] 我想可能是钥匙有点小
[2564.68-2566.68] 但是灵魂不投入
[2566.68-2567.68] 对
[2567.68-2568.68] 所以这样的话呢
[2568.68-2570.68] 对我那个老大哥的女朋友是白人
[2570.68-2571.68] 这个小白人小孩
[2571.68-2572.68] 他是个华人
[2572.68-2575.68] 所以他就是三观没有办法吻合
[2575.68-2577.68] 所以三观必须要重合
[2577.68-2581.68] 挑战我们这个跨国婚姻的一大队的阻碍
[2581.68-2584.68] 就是你一个中国人和你一个新人
[2584.68-2586.68] 如果你的三观完全不一样的话
[2586.68-2588.68] 你这婚姻也走不到走不到尽头
[2588.68-2590.68] 完全靠肉体
[2590.68-2593.68] 用不了几年几个月
[2593.68-2596.68] 甚至就就双方就都疲乏了
[2596.68-2599.68] 那充电充能就是因为双方
[2599.68-2603.68] 这个从精神上互相影响和吸引对方
[2603.68-2606.68] 学历啊知识啊包括价值观啊
[2606.68-2608.68] 你一个小粉红和一个反贼
[2608.68-2609.68] 他不可能过到一起嘛
[2609.68-2610.68] 对不对
[2610.68-2612.68] 这是第二层面
[2612.68-2613.68] 第三个层面呢
[2613.68-2615.68] 如果第二层面满足又跨进一步
[2615.68-2617.68] 第三个层面如果还满足
[2617.68-2619.68] 你这个婚姻就是长治久安的婚姻
[2619.68-2621.68] 第三个层面就叫什么
[2621.68-2622.68] 就叫社会层面
[2622.68-2624.68] 社会层面就是你社会关系层面
[2624.68-2627.68] 就是所谓中国古代讲的叫门当户对
[2627.68-2629.68] 这门当户对是有道理的
[2629.68-2630.68] 要不然的话
[2630.68-2632.68] 因为你要知道婚姻不是两个人的事
[2632.68-2634.68] 婚姻是两个家族的事
[2634.68-2636.68] 如果你
[2636.68-2638.68] 真的谈婚论嫁
[2638.68-2643.68] 两个家族的人彼此之间都要从此成为亲属
[2643.68-2646.68] 都有了关系关联
[2646.68-2649.68] 如果你这个一个是鸡的家族一个是鸭的家族
[2649.68-2653.68] 不然你就很难很难弄到一起
[2653.68-2657.68] 所以如果是论财富也好
[2657.68-2658.68] 论知识也好
[2658.68-2659.68] 论社会背景也好
[2659.68-2661.68] 不宜相差太多
[2661.68-2662.68] 否则的话呢
[2662.68-2663.68] 这个婚姻呢
[2663.68-2666.68] 就会出现一些不稳定的隐患
[2666.68-2669.68] 两个家族如果比较接近
[2669.68-2672.68] 又有共同的社会背景的话
[2672.68-2675.68] 它是一个婚姻的保险所
[2675.68-2677.68] 怎么叫婚姻保险所呢
[2677.68-2679.68] 就是第一条和第二条都合适
[2679.68-2680.68] 但是随着岁月的流逝
[2680.68-2682.68] 人是会变化的
[2682.68-2684.68] 包括你的身材会变化
[2684.68-2687.68] 当年的小帅哥会变成一个大牛蛙
[2687.68-2691.68] 当年的大美女会变成一个金字塔
[2691.68-2693.68] 那米其林轮胎人出现
[2693.68-2695.68] 而另一个人不是的话
[2695.68-2699.68] 那其中另一个人就会去找
[2699.68-2701.68] 就是遇到新的诱惑
[2701.68-2702.68] 就会去把持不住
[2702.68-2704.68] 但如果要是有第三层
[2704.68-2706.68] 就是门当户对这一层
[2706.68-2708.68] 他很难离婚
[2708.68-2709.68] 包括子女
[2709.68-2710.68] 哎呀一大堆孩子
[2710.68-2712.68] 而且孩子都长得非常好
[2712.68-2713.68] 非常稳
[2713.68-2715.68] 这个就是等于给婚姻
[2715.68-2717.68] 增加了一个保险
[2717.68-2719.68] 这个时候你要解除婚姻的话
[2719.68-2720.68] 就是说句不好听
[2720.68-2722.68] 就太麻烦了
[2722.68-2724.68] 这就相当于加拿大枪法规定
[2724.68-2726.68] 你把枪和子弹必须放在不同的房间
[2726.68-2729.68] 那你要用枪打死你老公的时候
[2729.68-2730.68] 两个人吵架
[2730.68-2732.68] 你得咚咚咚咚跑到楼下拿子弹
[2732.68-2733.68] 拿回来咚咚咚
[2733.68-2735.68] 再跑回楼上开锁拿枪
[2735.68-2736.68] 那你这五分钟过去
[2736.68-2737.68] 你不想打死他了
[2737.68-2739.68] 所以为什么太麻烦了嘛
[2739.68-2741.68] 如果子弹可以压在枪里
[2741.68-2742.68] 就放在枕头底下
[2742.68-2746.68] 那真可能就杀老公的比率就骤然直上
[2746.68-2747.68] 对不对
[2747.68-2748.68] 所以呢
[2748.68-2751.68] 这就是婚姻的三个层次
[2751.68-2752.68] 这是我老王的原创啊
[2752.68-2754.68] 这个我叫他三合
[2754.68-2755.68] 不是真正的三合
[2755.68-2757.68] 不是那个属相
[2757.68-2758.68] 那个天干地支的三合
[2758.68-2759.68] 这个三合居成
[2759.68-2761.68] 婚姻方可成功
[2761.68-2762.68] 否则的话
[2762.68-2763.68] 这个三合居不成
[2763.68-2765.68] 你离婚了倒是好事
[2765.68-2766.68] 为什么
[2766.68-2767.68] 离婚了
[2767.68-2768.68] 你不就自由了吗
[2768.68-2769.68] 你进入太阳系
[2769.68-2770.68] 你进入其他的太阳系
[2770.68-2772.68] 不就很容易了吧
[2772.68-2773.68] 你去试钥匙试锁
[2773.68-2775.68] 也就没有什么心理负担了嘛
[2775.68-2776.68] 对不对
[2776.68-2777.68] 要不然的话
[2777.68-2778.68] 你至少有一个道德上的负担吧
[2778.68-2781.68] 虽然道德负担是有的时候是荒谬的
[2781.68-2784.68] 但是它又确确实实存在在我们脑海里
[2784.68-2787.68] 所以你从这个角度来说的
[2787.68-2791.68] 我觉得你并不难去判断
[2791.68-2794.68] 你现在处在这个三合居的地位
[2794.68-2797.68] 和你离下一个太阳系的距离
[2797.68-2798.68] 对不对
[2798.68-2801.68] 那么在此基础上怎么判断一个男士
[2801.68-2803.68] 是否合你的心
[2803.68-2806.68] 第一你要看这个男士的鼻子
[2806.68-2808.68] 如果这个男士的鼻子够大
[2808.68-2811.68] 他下来就小不了
[2811.68-2812.68] 为什么
[2812.68-2813.68] 你看那小宝宝出生的时候啊
[2813.68-2814.68] 那个小宝宝
[2814.68-2816.68] 那个小鼻子都是个小塌塌皮
[2816.68-2818.68] 鼻梁发育和喉结发育的过程中
[2818.68-2821.68] 和男性阴静发育是处于同样一个生理期
[2821.68-2823.68] 都是大概12岁到15岁
[2823.68-2828.68] 这三年男孩鼻梁一下子高起来了
[2828.68-2831.68] 如果他鼻梁在急速发育
[2831.68-2833.68] 他下巴能停吗
[2833.68-2836.68] 他东西用的原材料都是一样啊
[2836.68-2839.68] 所以如果这个男人是个小塌塌鼻
[2839.68-2841.68] 你就不用看
[2841.68-2844.68] 男士底下这个屁股的颜色
[2844.68-2845.68] 因为他们经常游泳
[2845.68-2846.68] 现在西方了
[2846.68-2848.68] 你没有什么好奇的
[2848.68-2850.68] 但是你可以看他手腕
[2850.68-2853.68] 手腕的颜色就是他身体皮肤的颜色
[2853.68-2855.68] 男女通用这一点
[2855.68-2857.68] 男性的这个技术
[2857.68-2858.68] 这个技术也很重要啊
[2858.68-2859.68] 枪好
[2859.68-2860.68] 怎么枪法不好
[2860.68-2861.68] 一样打不准
[2861.68-2863.68] 那个技术你看什么呢
[2863.68-2864.68] 你看他开车
[2864.68-2865.68] 你坐着他开的车
[2865.68-2868.68] 如果这个男人开车特别好
[2868.68-2872.05] 你几吨重的东西他能玩好
[2872.05-2873.05] 那一个几十斤重的东西
[2873.05-2875.05] 他玩的都会非常好
[2875.05-2876.05] 至少差不了
[2876.05-2879.05] 如果这个男士开车到车入库也进不去
[2879.05-2881.05] 他妈的车位他也找不着
[2881.05-2882.05] 呃
[2882.05-2885.05] 这个床上会让你很失望啊
[2885.05-2887.05] 这就是呃
[2887.05-2888.05] 这个是什么
[2888.05-2890.05] 这个是圈子里面都讲过
[2890.05-2892.05] 但是我不是第一个在外面的
[2892.05-2894.05] 第一个在外面讲是胡子维讲
[2894.05-2897.05] 就是北京卫视那个小娘子小娘子
[2897.05-2900.05] 胡子维就是北京电视台讲资本
[2900.05-2902.05] 讲财经的主持人
[2902.05-2904.05] 他讲过
[2904.05-2906.05] 文相识男人
[2906.05-2907.05] 当时博客的时代
[2907.05-2909.05] 他写的很有道理啊
[2909.05-2911.05] 这个因为我作为一个男人来说
[2911.05-2913.05] 我当时已经发现这一点
[2913.05-2915.05] 就是开车开的好的男士
[2915.05-2917.05] 开手动挡
[2917.05-2918.05] 换的特别好
[2918.05-2919.05] 床上没一个差
[2919.05-2923.05] 如果这个男士开手动挡车都开的特别好
[2923.05-2925.05] 他在床上表现的一般般
[2925.05-2926.05] 问题来了
[2926.05-2927.05] 问题不是他的问题
[2927.05-2928.05] 问题是你的问题
[2928.05-2930.05] 你不是他的菜
[2930.05-2933.05] 就是他开你的车是收费的
[2933.05-2935.05] 收费服务的
[2935.05-2936.05] 赶紧开完赶紧走
[2936.05-2937.05] 明白吧
[2937.05-2938.05] 如果他真的爱你
[2938.05-2939.05] 真是你的菜
[2939.05-2942.05] 那他就仔仔细细的在这开
[2942.05-2944.05] 各个档位都要试
[2944.05-2946.05] 所以这个一个小时
[2946.05-2948.05] 我经常跟大家讲一个小时起步了
[2948.05-2949.05] 一个小时起步了
[2949.05-2951.05] 好多人都是我吹牛逼
[2951.05-2952.05] 真的不是吹牛逼
[2952.05-2955.05] 真的是应该是能到一个小时了
[2955.05-2958.05] 如果要是锁和钥匙都都合适的话
[2958.05-2959.05] 身体又好的话
[2959.05-2960.05] 就是至少四十分钟
[2960.05-2962.05] 这是正常建议啊
[2962.05-2964.05] 因为这个过程
[2964.05-2966.05] 它不是一个打桩机的过程
[2966.05-2969.05] 它是一个就是各种玩耍的过程
[2969.05-2971.05] 就是游龙戏凤的过程
[2971.05-2972.05] 多了我又不说了
[2972.05-2973.05] 说是黄色频道
[2973.05-2975.05] 所以这四十五分钟也好
[2975.05-2976.05] 一个小时也好
[2976.05-2978.05] 不是说一个小时都在干一个动作
[2978.05-2980.05] 就是那个捅了一下都
[2980.05-2983.05] 就是很花的
[2983.05-2986.05] 这个是骑在脸上输出的
[2986.05-2988.05] 这个多了就不说了
[2988.05-2989.05] 懂都懂都成年人
[2989.05-2990.05] 所以这个就是
[2990.05-2992.05] 如果你男女能到
[2992.05-2993.05] 这样的局面
[2993.05-2995.05] 有没有婚姻啊
[2995.05-2997.05] 如果三观也吻合
[2997.05-2999.05] 然后用的也舒服
[2999.05-3002.05] 其实珍惜这样的一个缘分就足够了
[3002.05-3003.05] 有没有婚姻
[3003.05-3005.05] 其实还要看有没有孩子
[3005.05-3006.05] 有家庭背景
[3006.05-3007.05] 有没有这个必要
[3007.05-3011.05] 那你有可能是事件达不到你的要求
[3011.05-3012.05] 达不到你要求就算了
[3012.05-3014.05] 因为婚姻这个姻缘
[3014.05-3015.05] 它是在命中注定的
[3015.05-3017.05] 就是你结几次婚
[3017.05-3018.05] 你有几个正式婚姻啊
[3018.05-3021.05] 你有几个正式的老婆或者老公
[3021.05-3022.05] 真的是命中注定
[3022.05-3024.05] 丝毫不爽
[3024.05-3025.05] 做过铁板神术
[3025.05-3028.05] 会紫微斗术的
[3028.05-3029.05] 都知道我说的是真的
[3029.05-3030.05] 就是真的是
[3030.05-3032.05] 这玩意是天术
[3032.05-3033.05] 那人不能跟天斗
[3033.05-3035.05] 没有就没有呗
[3035.05-3036.05] 这方面来说
[3036.05-3038.05] 女人反而比男人有优势
[3038.05-3039.05] 为什么呢
[3039.05-3042.05] 男人如果要是40岁结人一生
[3042.05-3044.05] 真没有女人给你生孩子
[3044.05-3045.05] 你他妈想要后代
[3045.05-3047.05] 想要一个小宝宝
[3047.05-3048.05] 你真的很难
[3048.05-3049.05] 而女人这方面就有优势
[3049.05-3050.05] 人家自己可以生
[3050.05-3051.05] 买个镜子就生了
[3051.05-3053.05] 或者看谁长得帅
[3053.05-3054.05] 借个种
[3054.05-3056.05] 来个人工借种
[3056.05-3057.05] 就自己有孩子了
[3057.05-3060.05] 我在这边就有活明白了的大学同学
[3060.05-3061.05] 非常厉害
[3061.05-3064.05] 女士人家就自己
[3064.05-3067.05] 找了一个买了一个特别好的白人
[3067.05-3070.05] 然后人家就生了一个特别乖巧的混血儿宝宝
[3070.05-3071.05] 人家自己养
[3071.05-3073.05] 这就是我羡慕
[3073.05-3074.05] 因为我们作为男人来说
[3074.05-3076.05] 我们就我们还必须得找个搭子
[3076.05-3077.05] 否则的话人谁给你生啊
[3077.05-3080.05] 所以这个就是女性
[3080.05-3083.05] 其实在自由度上比男性有优势
[3083.05-3085.05] 其实你要是到45岁之前
[3085.05-3086.05] 你还没有孩子
[3086.05-3087.05] 你赶紧动卵
[3087.05-3088.05] 这个是一样技术科学的
[3088.05-3090.05] 你尽可能多的动一些卵
[3090.05-3092.05] 你花不了多少钱
[3092.05-3093.05] 我们怎么去看女人
[3093.05-3096.05] 你问我就是我们这样的男人怎么去看女人
[3096.05-3098.05] 咱们实话实说不装逼
[3098.05-3099.05] 首先看脸
[3099.05-3100.05] 看颜值
[3100.05-3103.05] 当然也不一定是看脸
[3103.05-3105.05] 随着男性年龄的增长
[3105.05-3109.05] 男性对于女性的注意力就不断的往下降
[3109.05-3110.05] 不是标准往下降
[3110.05-3112.05] 当然标准也往下降
[3112.05-3114.05] 我因为这句真话把他们
[3114.05-3118.05] 那个老娘们给得罪了
[3118.05-3123.05] 网易新闻部的财经部的总编辑
[3123.05-3127.05] 当年就是我刚移民那个时代
[3127.05-3129.05] 然后张以武
[3129.05-3131.05] 我
[3131.05-3133.05] 纪连海
[3133.05-3135.05] 好像就我们这几个
[3135.05-3137.05] 好像还有石英宏
[3137.05-3138.05] 有没有石英宏
[3138.05-3139.05] 人大石英宏
[3139.05-3140.05] 我忘了
[3140.05-3141.05] 咱一起吃饭
[3141.05-3143.05] 然后他也来了
[3143.05-3145.05] 然后纪连海和张以武
[3145.05-3147.05] 就一口一个美女
[3147.05-3148.05] 就是敬酒
[3148.05-3149.05] 他跟我岁数差不多
[3149.05-3151.05] 比我小个五岁左右
[3151.05-3153.05] 五六岁
[3153.05-3156.05] 我就是在我的审美观里
[3156.05-3157.05] 就是我一点
[3159.05-3160.05] 脱了
[3160.05-3161.05] 我都不答应
[3161.05-3163.05] 就是这就这么个美女
[3163.05-3164.05] 那两个老家伙
[3164.05-3166.05] 我操这就公众交错了
[3166.05-3168.05] 然后就是看我没有什么反应
[3168.05-3170.05] 然后老纪纪老师就说
[3170.05-3171.05] 纪仲
[3171.05-3173.05] 你怎么都不敬美女喝酒
[3173.05-3175.05] 我做完个毒舌
[3175.05-3178.05] 我说男性随着年龄的升高
[3178.05-3180.05] 对于女性的乏值
[3180.05-3183.05] 美女这个词的乏值急速下跌
[3183.05-3185.05] 然后男士大象女士翻脸
[3185.05-3188.05] 从那以后网易再也不用我的任何文章
[3188.05-3190.05] 这是真事
[3190.05-3193.05] 所以男士呢
[3193.05-3194.05] 这个标准
[3194.05-3195.05] 比方说60岁的男人眼里
[3195.05-3197.05] 所有的30岁的女人都是美女
[3197.05-3200.05] 但是如果是个35岁的男人眼里
[3200.05-3201.05] 30岁的女人
[3201.05-3202.05] 他挑你的时候
[3202.05-3205.05] 他就会严格的挑你真的美女还是假的美女
[3205.05-3207.05] 所以你问这个男人怎么看
[3207.05-3209.05] 首先你要看男人多大
[3209.05-3211.05] 如果男人比你大20岁
[3211.05-3213.05] 那你就是永远的美女
[3213.05-3214.05] 明白吧
[3214.05-3215.05] 就是他能跟你好一下
[3215.05-3216.05] 他就觉得自己赚了便宜了
[3216.05-3218.05] 如果这男人只比你大个五六岁
[3218.05-3219.05] 三四岁
[3219.05-3221.05] 那他对你很刻不很刻薄的
[3221.05-3222.05] 就是你哪儿不完美
[3222.05-3223.05] 他都挑你
[3224.05-3226.05] 这就是男人看女人的脸
[3226.05-3227.05] 啊
[3227.05-3228.05] 或者言
[3228.05-3230.05] 然后男人随着年龄的上升呢
[3230.05-3233.05] 这个男人对女人的这个呃重注意力呢
[3233.05-3235.05] 就开始往下移
[3235.05-3238.05] 呃从脸到胸到屁股
[3238.05-3240.05] 然后到身条
[3240.05-3241.05] 就是你像我这个年龄
[3241.05-3242.05] 我真的是快50岁了
[3242.05-3244.05] 有好多网友问我老王
[3244.05-3245.05] 你真的50岁了吗
[3245.05-3246.05] 我看不出来
[3246.05-3247.05] 我看真的是
[3247.05-3250.05] 那我这样的男人看
[3250.05-3253.05] 所有的00后的女人都是美女
[3253.05-3256.05] 啊90后的也差不多
[3256.05-3257.05] 90后的我会挑挑看
[3257.05-3259.05] 呃胖瘦呃80后的
[3259.05-3261.05] 我就开始很严格了
[3261.05-3262.05] 哈哈哈
[3262.05-3265.05] 你就是得各方面都保持状态呃70后的
[3265.05-3268.05] 基本上我就基本上我就都是哥们的
[3268.05-3272.05] 所以这个呃就是男人对女人的这个注意力
[3272.05-3273.05] 就在这方面
[3273.05-3274.05] 这是第一重要
[3274.05-3277.05] 因为男人是呃下半身决定上半身的
[3277.05-3280.05] 呃那这是实话啊
[3280.05-3281.05] 这是实话
[3281.05-3284.05] 呃在此基础之上就是下半身决定了上半身
[3284.05-3286.05] 基础之上男人会挑你的三观呀
[3286.05-3288.05] 呃素质啊
[3288.05-3290.05] 跟你跟你在一起的时候
[3290.05-3294.05] 他的那个精神上的这种所谓的情绪价值
[3294.05-3295.05] 他会挑你
[3295.05-3297.05] 就是两条嘛
[3297.05-3298.05] 就是一个是肉肉体价值
[3298.05-3299.05] 一个是情绪价值
[3299.05-3302.05] 这两条如果你都符合这个男人的标准
[3302.05-3305.05] 这个这个男人就会死心塌地的变成你的小走狗
[3305.05-3306.05] 舔狗
[3306.05-3307.05] 如果要是你这两条中
[3307.05-3308.05] 任何一条都不满足
[3308.05-3310.05] 那这就是就是哥们呗
[3310.05-3311.05] 就是呃好了
[3311.05-3316.05] 那还有一个还有一个更好玩
[3316.05-3319.05] 他他这个女孩在我眼里就是美女级的女孩
[3319.05-3321.05] 他给我写的这个女孩姓刘啊
[3321.05-3322.05] 叫就是小刘
[3322.05-3324.05] 呃希望您一切安好
[3324.05-3325.05] 我是小刘
[3325.05-3328.05] 写信是因为心情很糟糕
[3328.05-3329.05] 想听您的建议
[3329.05-3331.05] 呃文章有点长
[3331.05-3332.05] 你可以只看最后一段
[3332.05-3334.05] 我曾经是个多伦多的小留学生
[3334.05-3335.05] 在加拿大待了十几年
[3335.05-3336.05] 最终拿到了PR
[3336.05-3340.05] 最近六个月和一个比我年轻的男友谈恋爱
[3340.05-3341.05] 我计划去美国读书
[3341.05-3344.05] 他为了陪我也成功申请到了硅谷的工签
[3344.05-3345.05] 但是
[3345.05-3349.05] 他告诉我要等H1B签证才能和我一起读书
[3349.05-3350.05] 我就有点爆炸了
[3350.05-3351.05] 吵完架之后
[3351.05-3353.05] 感情就走下坡路了
[3353.05-3355.05] 我们爆发吵架的时候确实很凶啊
[3355.05-3357.05] 是每个女人爆发吵架都很凶
[3357.05-3359.05] 他去硅谷面试的时候
[3359.05-3360.05] 我拜菩萨求天地
[3360.05-3362.05] 一颗心悬在那儿
[3362.05-3363.05] 还给他转了九百道的路费
[3363.05-3364.05] 希望能给他壮胆
[3364.05-3366.05] 最后他拿到工作offer
[3367.05-3369.05] 却告诉我要等签证才能陪我读书
[3369.05-3371.05] 我气的大吵了一架
[3371.05-3372.05] 说了很多不好听的话
[3372.05-3374.05] 还骂他是个精致的利己主义者
[3374.05-3375.05] 完全是
[3375.05-3377.05] 完全为了自己能够有个好工作而工作
[3377.05-3379.05] 根本不是为了陪我读书
[3379.05-3380.05] 才去申请工作
[3380.05-3382.05] 硅谷他其实不是一个很有出息的人
[3382.05-3384.05] 他最让我着迷的是
[3384.05-3386.05] 他给我画的大饼
[3386.05-3387.05] 硅谷小家
[3387.05-3389.05] 他说他希望能够
[3389.05-3391.05] 让我有一个属于我们的小家
[3391.05-3394.05] 我一个有家都不愿意回家的人来说啊
[3394.05-3396.05] 真的是非常心动
[3396.05-3397.05] 但是我现在
[3397.05-3399.05] 在这个大饼上已经反应过来了
[3399.05-3400.05] 我的原生家庭的问题
[3400.05-3402.05] 我现在正在好好地解决
[3402.05-3403.05] 应该不久以后
[3403.05-3404.05] 我爸妈的关系
[3404.05-3405.05] 和我也会好好地
[3405.05-3406.05] 做好很多
[3406.05-3408.05] 但是他是个没出息的人
[3408.05-3409.05] 完全就是借力
[3409.05-3411.05] 靠我的感情
[3411.05-3412.05] 逼着去硅谷
[3412.05-3413.05] 然后offer下来
[3413.05-3414.05] 这股利用完了
[3414.05-3416.05] 就可以死老婆了
[3416.05-3418.05] 现在我们已经陷入冷干
[3418.05-3419.05] 感觉差不多分手了
[3419.05-3421.05] 当初还谈到了结婚
[3421.05-3423.05] 我都已经把加拿大的房子卖了
[3423.05-3426.05] 想为他的公寓付清全款
[3426.05-3427.05] 可是他却说
[3427.05-3429.05] 如果提前商量的话
[3429.05-3430.05] 他绝对不会同意我这么做
[3430.05-3432.05] 可是我的房子已经卖了
[3432.05-3433.05] 还有一点是
[3433.05-3434.05] 因为谈到结婚的原因
[3434.05-3437.05] 他才知道我比他岁数大
[3437.05-3439.05] 虽然一直说这不是问题
[3439.05-3441.05] 但是我觉得他觉得是个问题
[3441.05-3442.05] 是个因素
[3442.05-3443.05] 没错
[3443.05-3444.05] 你说的对
[3444.05-3446.05] 所有的男人都在心里边
[3446.05-3447.05] 介意女人是比自己大
[3447.05-3449.05] 还是比自己小
[3449.05-3450.05] 这类男人
[3450.05-3451.05] 这种男人分两类
[3451.05-3453.05] 一种男人叫有恋爱情结的
[3453.05-3454.05] 你要碰这种
[3454.05-3455.05] 你算碰到宝贝了
[3455.05-3457.05] 因为他们就找比自己大的女人
[3457.05-3458.05] 这种男人一般
[3458.05-3460.05] 就是小时候是妈宝男
[3460.05-3461.05] 缺少父爱
[3461.05-3463.05] 或者缺少母爱
[3463.05-3465.05] 就是总之家里边缺一样
[3465.05-3466.05] 他就会变成男宝男
[3466.05-3468.05] 但是大部分男人
[3468.05-3470.05] 正常男人都想找比自己小的
[3470.05-3474.05] 你男朋友显然就是大部分男人
[3474.05-3476.05] 所以他嘴上说不在乎
[3476.05-3477.05] 就像男人说
[3477.05-3478.05] 我不在乎你的长相
[3478.05-3480.05] 我在乎你的心灵
[3480.05-3482.05] 你信吗
[3482.05-3483.05] 你相信借力吗
[3483.05-3485.05] 我相信他是在借你的力
[3485.05-3487.05] 我觉得我那颗悬着的心
[3487.05-3488.05] 就是被他借了力
[3488.05-3492.05] 然后他又借我去美国读书的念头
[3492.05-3494.05] 由头他去硅谷申请工作
[3494.05-3495.05] 我也被他借了力
[3495.05-3497.05] 就是在他看来
[3497.05-3499.05] 他不想去硅谷工作
[3499.05-3500.05] 他啥都不想要
[3500.05-3502.05] 移民也是他把妈逼的
[3502.05-3504.05] 他就是佛系的男孩
[3504.05-3506.05] 可是我都快30岁了
[3506.05-3508.05] 我这力被他借完所剩不多
[3508.05-3509.05] 准备去美国读研
[3509.05-3512.05] 但每次看书我都感觉力不从心
[3512.05-3514.05] 朋友们说我能量低
[3514.05-3515.05] 我也承认
[3515.05-3517.05] 如果我现在已经在高校学习
[3517.05-3519.05] 可能就不会陷入这个感情的困境
[3519.05-3521.05] 但我真的不知道该怎么办
[3521.05-3522.05] 感觉
[3522.05-3523.05] 我觉得很难受
[3523.05-3524.05] 骂了他
[3524.05-3525.05] 他越逃越远
[3525.05-3526.05] 现在已经是拉黑状态
[3526.05-3529.05] 我觉得人性不可信
[3529.05-3532.05] 我一个看了这么多道易经
[3532.05-3533.05] 通透状态的人
[3533.05-3535.05] 在情感面前一塌糊涂
[3535.05-3536.05] 之前的感情也是如此
[3536.05-3538.05] 就没有谈过一段好的感情
[3538.05-3540.05] 我现在很痛苦
[3540.05-3541.05] 好了
[3541.05-3542.05] 说了那么多屁话
[3542.05-3544.05] 我感觉我现在就是处于您24岁
[3544.05-3545.05] 那会儿心情不好
[3545.05-3546.05] 去辽宁那个阶段
[3546.05-3548.05] 我盲猜是因为感情问题
[3548.05-3550.05] 所以您去了辽宁散心
[3550.05-3551.05] 那你猜错了
[3551.05-3552.05] 工作问题
[3552.05-3554.05] 是因为我提改委的那个司长要出事了
[3554.05-3556.05] 纪委把他给约谈了
[3556.05-3558.05] 而我又是他的马仔
[3558.05-3561.05] 所以我当时面对的选择就是离不开
[3561.05-3563.05] 离开提改委辞不辞职下不下海
[3563.05-3564.05] 哎呀
[3564.05-3566.05] 毕竟你想人都有惯性啊
[3566.05-3568.05] 提改委那么好的工作
[3568.05-3570.05] 我在那儿又有那么大的权柄
[3570.05-3571.05] 245岁
[3571.05-3575.05] 能够接触那么多的知名企业的董事长
[3575.05-3578.05] 他们见了我都都平起平坐称兄道弟的
[3578.05-3580.05] 那种感觉太好了
[3580.05-3582.05] 所以我要是辞职下海
[3582.05-3583.05] 失去了那个铁饭碗
[3583.05-3585.05] 我还能不能雄起
[3585.05-3586.05] 我当时心里面是没底的
[3586.05-3588.05] 245岁太年轻了嘛
[3588.05-3589.05] 什么都没有嘛
[3589.05-3590.05] 那时候
[3590.05-3593.05] 所以我就因为这个事去了辽宁
[3593.05-3594.05] 总之
[3594.05-3595.05] 我结婚无果
[3595.05-3597.05] 帮他人做嫁衣
[3597.05-3598.05] 快活
[3598.05-3599.05] 工作和PR
[3599.05-3601.05] 但是你就被人利用了
[3601.05-3604.05] 你就凄惨的被别人利用了全程
[3604.05-3608.05] 但是我现在最大痛苦是无法耐心的专心准备考试
