[2.00-3.28] hello 大家好
[3.28-4.04] 又见面了
[2356.54-2358.74] 所以总是熬的苦中苦
[2358.74-2359.94] 就能出头的
[2359.94-2360.74] 就能有出头之事
[2360.78-2361.10] 的
[2361.10-2362.54] 好了
[2362.54-2363.46] 接着念他的事
[2363.46-2367.62] 他说他宿舍里边有两个同学
[2367.62-2368.54] 一个副市长的儿子
[2368.54-2369.90] 一个海关关长的儿子
[2369.90-2371.82] 因为那个点在能出国留学的
[2371.82-2373.22] 像他这样的屌丝的孩子
[2373.22-2374.62] 真的是他是屌丝儿子
[2374.62-2375.30] 真很少见
[2375.30-2378.18] 他俩一直想收我做小弟
[2378.18-2380.70] 让我免费住他们买的豪宅的客房
[2380.70-2383.74] 然后负责做饭
[2383.74-2384.62] 打扫卫生
[2384.62-2387.22] 还可以让我开他们淘汰下来的车
[2387.22-2389.18] 我的任务是喝醉了酒
[2389.18-2390.22] 把车
[2390.78-2391.86] 开车接他们
[2391.86-2393.34] 然后再把他们扛上楼
[2393.34-2396.30] 我因为屌丝的傻逼自尊
[2396.30-2397.70] 当然没同意他们的收编
[2397.70-2399.46] 不过这些年一直在反思
[2399.46-2400.94] 我这屌丝的自尊和倔强
[2400.94-2402.50] 是不是让我多奋斗了20年
[2402.50-2406.70] 是傻逼的屌丝都有倔强
[2406.70-2407.50] 这个不叫倔强
[2407.50-2408.54] 这个叫蠢
[2408.54-2410.74] 因为我们当时年轻气盛
[2410.74-2412.46] 不知道世界是分等级的
[2412.46-2414.74] 01年的时候
[2414.74-2418.74] 我看到中国要加入世贸和家里商量后
[2418.74-2419.54] 退学回国
[2419.54-2420.78] 因为当时我在加拿大
[2420.78-2422.70] 的未来一眼看到了头
[2422.70-2424.10] 读完一眼找个工作
[2424.10-2425.46] 一代移民机会有限
[2425.46-2427.54] 一辈子也就是30年的房贷
[2427.54-2428.26] 买个房子
[2428.26-2428.82] 娶个老婆
[2428.82-2429.82] 生三个娃
[2429.82-2431.66] 娃大学毕业的时候贷款还完
[2431.66-2432.94] 然后退休等死
[2432.94-2435.30] 回来以后给田破军他老公打工一年
[2435.30-2436.70] 我就自己创业了
[2436.70-2441.14] 15年办的美国1B5投资移民很快获批
[2441.14-2442.90] 但等绿卡配额等了8年
[2442.90-2444.10] 最近刚拍到
[2444.10-2445.18] 15年办的绿卡
[2445.18-2445.38] 对吧
[2445.38-2446.70] 23年刚拍到
[2446.70-2450.14] 21年我把公司卖给了红三代
[2450.14-2450.70] 22年
[2450.78-2451.94] 刚出看到上海的惨状
[2451.94-2452.90] 我马上跑出来
[2452.90-2455.50] 到了第三国带着孩子等移民
[2455.98-2456.94] 等签证
[2456.94-2457.98] 爸妈70多了
[2457.98-2458.54] 还在国内
[2458.54-2459.98] 身体还算健康
[2459.98-2461.38] 退休金大概每人2万
[2461.38-2461.94] 每月
[2461.94-2463.90] 给他们买了保险公司的养老院
[2463.90-2464.58] 理财产品
[2464.58-2466.02] 可以去住的养老院
[2466.02-2467.70] 10月份刚去施住了两周
[2467.70-2468.50] 非常满意
[2468.50-2470.22] 老婆那边因为是一线城
[2470.22-2471.10] 是原住民
[2471.10-2473.26] 有几栋城中村收租
[2473.26-2475.34] 还有他哥哥姐姐在岳父母身边
[2475.34-2476.30] 暂时不用担心
[2476.30-2478.14] 兄弟你是在给我写信
[2478.14-2479.14] 在炫富吗
[2479.30-2479.78] 好了
[2479.78-2480.74] 开启炫富模式
[2480.74-2483.58] 这些年出来了
[2483.58-2485.18] 1500个
[2485.18-2485.86] 就是1500万
[2485.86-2488.30] 在美国购置了房产收租
[2488.30-2490.58] 疫情也导致了大幅的增值
[2490.58-2491.90] 你看他就炫富
[2492.38-2494.54] 另外出来了1500万现金
[2494.70-2496.50] 换美刀存了51%的
[2496.50-2498.22] 5%年息的定存
[2498.22-2499.34] 他又在炫富
[2500.18-2501.54] 现在的英语水平
[2501.54-2503.18] 就是日常能应付
[2504.18-2505.22] 跟老师交流
[2505.22-2507.58] 孩子家长交流没问题
[2507.58-2509.78] 我在第三国带着老婆抱了英语帮
[2509.78-2510.50] 每天两小时
[2510.50-2510.70] 感觉
[2510.70-2513.50] 现在是老师说的90%都能听懂
[2515.14-2515.50] 好了
[2515.50-2516.38] 背景介绍完
[2516.38-2517.58] 现在是问题
[2517.58-2518.78] 你还能有什么问题
[2519.18-2520.42] 你都这么爽了
[2521.46-2522.58] 之后登陆美国
[2522.58-2523.18] 加州
[2523.18-2523.50] 纽约
[2523.50-2526.10] 芝加哥这样的提倡LGBT的左逼州
[2526.10-2527.06] 是肯定不会去的
[2527.26-2528.66] 但是我都快50了
[2528.66-2529.74] 身体还没您好
[2529.74-2530.42] 怎么生存
[2531.10-2532.82] 这你还是说到我心坎里了
[2532.82-2533.42] 擦你炫富
[2533.42-2534.26] 我炫健康
[2534.26-2535.50] 我真的是黑头发
[2535.50-2536.30] 大家仔细看
[2536.30-2537.26] 我真的没有染
[2537.26-2538.46] 你看翟山英
[2538.46-2539.74] 想跟我斗富那几天
[2539.74-2540.66] 他染了头发了
[2540.70-2542.46] 然后也做了一个发型
[2542.46-2543.74] 显得年轻了很多
[2543.74-2545.02] 然后这傻逼这几天
[2545.02-2546.38] 头发下巴长起来了
[2546.38-2549.22] 卧槽白又他妈的苍老无比
[2549.22-2549.74] 你看
[2549.74-2551.90] 但是你仔细看是有白的
[2551.90-2552.82] 我给大家来点
[2552.82-2553.82] 你看有白的
[2553.82-2554.62] 看清楚了吗
[2555.18-2556.02] 有白发
[2556.02-2557.74] 我的胡子也有白胡子
[2557.74-2558.54] 离近了看
[2558.54-2560.82] 可能大家高清开启模式
[2560.82-2562.94] 看有那么一两根白的
[2562.94-2563.78] 两三根白的
[2563.78-2565.30] 就是头发这也是有白的
[2565.30-2566.02] 但是不多
[2567.02-2568.58] 我的状态是什么状态
[2568.58-2569.10] 我告诉你们
[2569.10-2570.30] 有好多人问我怎么弄的
[2570.70-2573.70] 我的状态就是我2012年的状态
[2573.70-2575.30] 我2012年就这么多白头发
[2575.30-2576.70] 可能比现在还要多一点
[2577.18-2578.54] 然后来了加拿大
[2578.54-2579.42] 换了水土
[2579.42-2580.70] 换了新净之后
[2580.70-2581.94] 头发就不再白了
[2582.10-2583.30] 因为没有压力
[2583.70-2585.26] 也从另一个侧面
[2585.26-2586.30] 证明我不是穷逼
[2586.66-2587.66] 山英说我是穷逼
[2587.66-2588.50] 但是你要穷逼
[2588.50-2589.74] 肯定愁白了头
[2589.90-2591.98] 我没有放下了
[2592.74-2594.18] 我的财产被人抢了
[2594.18-2596.18] 他们欠我这个欠我600万
[2596.18-2597.14] 那个欠我2个亿
[2597.14-2598.54] 哎呦算球的了
[2598.54-2599.18] 你怎么办
[2599.18-2600.50] 这样一个经济形势
[2600.50-2601.54] 你能第一
[2601.54-2603.02] 你能要的回来吗
[2603.14-2603.46] 第二
[2603.46-2604.70] 你要要就像我说的
[2604.70-2605.94] 不是江湖
[2605.94-2606.70] 就是司法
[2606.70-2608.14] 司法我肯定不行
[2608.18-2608.78] 江湖
[2608.78-2609.66] 你像我这种情况
[2609.66-2610.46] 我有三个孩子
[2610.46-2611.90] 我他妈浑身都是软肋
[2611.94-2613.38] 我去把人家的孩子给劫了
[2613.38-2614.98] 人家会把我孩子反过来
[2614.98-2615.42] 也劫了的
[2616.46-2617.10] 算了
[2617.10-2618.34] 冤冤相报何事了
[2618.78-2620.30] 赚到的就是自己的
[2620.30-2621.94] 没拿到的就算了
[2622.54-2623.90] 你放下了之后
[2623.90-2625.74] 你头也不变黑了
[2625.78-2626.62] 技术上来说
[2626.62-2627.74] 多吃三文鱼
[2627.78-2628.78] Costco的三文鱼
[2628.78-2630.26] 我们家每星期都吃
[2630.50-2631.86] Costco三文鱼很便宜的
[2631.86-2633.38] 几十刀了一大包
[2633.38-2634.66] 就是剃好的
[2634.66-2635.98] 菲力的三文鱼排
[2636.18-2637.30] 抽真空的那种
[2637.30-2638.38] Farm的
[2638.38-2639.58] Organic的三文鱼
[2639.70-2641.06] 每星期都吃
[2641.58-2642.54] 还有黑血鱼
[2642.54-2643.38] 三文鱼
[2643.42-2643.98] 醋
[2643.98-2644.42] 酱油
[2644.42-2645.82] 全换意大利的
[2645.82-2646.58] 日本的
[2647.10-2648.78] 大米吃韩国的
[2650.58-2652.14] 白面吃加拿大本地的
[2652.62-2654.70] 牛肉加拿大本地的
[2655.54-2656.38] 我不吃蔬菜
[2656.38-2658.38] 因为我恨一切绿色的东西
[2658.54-2659.98] 我就吃多
[2659.98-2660.98] 多维生素
[2660.98-2662.10] 就是multivitamin
[2662.58-2663.86] 也是在Costco买的
[2664.10-2665.78] 然后吃点男性荷尔蒙
[2665.78-2667.02] 补一点男性荷尔蒙
[2667.02-2668.22] 鱼油跟上
[2668.26-2669.18] Q10跟上
[2669.18-2669.82] 就这样
[2669.98-2670.38] 就这样
[2671.38-2672.30] 偶尔健健身
[2672.42-2674.22] 每星期至少健一次身
[2674.26-2675.38] 大汗淋漓一次
[2675.38-2677.22] 最好一星期能两到三次
[2677.22-2677.86] 最好
[2678.18-2680.82] 但是我现在因为我开了副业了
[2680.82-2681.98] 我就没法健身了
[2682.02-2683.34] 我一录录一个多小时
[2683.34-2684.54] 哔啦哔啦越说越长
[2684.58-2686.22] 然后我现在都自我提速
[2686.22-2687.10] 1.2倍速
[2687.10-2689.46] 我劲儿还是一个多小时
[2689.46-2689.82] 所以
[2689.98-2691.58] 这样的生活模式
[2691.58-2693.46] 你这个哥们
[2693.46-2694.58] 你可以做得到
[2694.58-2695.50] 因为你有钱
[2695.66-2697.62] 你在美国和加拿大
[2698.02-2698.98] 你在美国
[2699.02-2700.62] 现金1500个也够了
[2701.34-2702.18] 房子1500个
[2702.18-2703.58] 在美国也随便买房了
[2703.62-2704.90] 所以你就完全可以过
[2704.90-2705.74] 我这样的人生
[2705.74-2707.70] 你就在Costco买鱼油
[2707.70-2708.54] 买多维
[2708.54-2710.34] 买男性荷尔蒙
[2710.34-2712.38] 然后你每周去三次健身房
[2712.50-2715.06] 你把一切别人欠你的钱的借条
[2715.06-2716.10] 全他们烧掉
[2716.10-2717.14] 不要再想了
[2717.18-2719.10] 然后你欠别人钱的
[2719.10-2719.90] 你都能
[2719.98-2721.02] 还的尽量还完了
[2721.02-2723.30] 你就事儿就放下了
[2723.98-2724.82] 好了
[2724.86-2725.94] 多陪你孩子
[2725.94-2727.38] 多陪着孩子们生长
[2727.54-2729.22] 头发就开始往回黑了
[2731.10-2731.66] 我个
[2732.58-2733.58] 我这念哪去了
[2734.82-2736.22] 问我老王
[2736.22-2737.10] 你看我这情况
[2737.10-2738.06] 我去美国干啥
[2738.14-2738.98] 我开个Uber
[2738.98-2740.10] 每天挣个一
[2740.10-2741.94] 每小时挣个100刀
[2741.94-2743.94] 去美国哪里定居落脚
[2743.94-2745.42] 第一优先是孩子教育
[2745.46-2746.34] 想读私校
[2746.34-2748.02] 但是可能钱紧
[2748.06-2749.58] 非常感谢您的建议
[2749.58-2750.90] 祝您身体健康
[2750.90-2752.06] 频道早日10万
[2752.06-2753.30] 然后订阅
[2753.30-2754.74] 收视长红
[2754.74-2755.38] 早日裸奔
[2755.38-2756.42] 裸奔是不可能的
[2756.42-2758.18] 就我这样不可能到100万粉
[2758.18-2759.66] 因为第一
[2759.66-2760.82] 油管现在也不推我了
[2760.82-2763.02] 也不知道是不是小红鸟的粉丝们
[2763.02-2763.42] 排着队
[2763.42-2764.70] 现在举报我泛黄
[2765.58-2767.98] 总之是我现在一天涨粉100G
[2768.18-2769.78] 你这啥时候能到10万
[2770.34-2771.62] 百万更不可能
[2774.22-2775.62] 你这个钱
[2775.90-2777.90] 1500万将近300万加币
[2778.70-2779.38] 300万加币
[2779.38-2780.22] 5%
[2780.42-2783.14] 你每年15万加币的利息
[2783.14-2784.26] 一个月1万多
[2784.62-2785.94] 你什么都不用干
[2786.38-2787.86] 你就在家玩就行了
[2787.86-2790.94] 你这孩子教育
[2790.94-2791.54] 我跟你
[2791.54-2793.74] 如果你正是认可孩子教育
[2793.74-2794.82] 你就是马省
[2795.14-2797.14] 马里兰
[2797.14-2802.50] 或者西雅图
[2802.86-2804.38] 西雅图的功效非常好
[2804.58-2806.26] 西雅图这边教育非常好
[2806.30-2807.38] 而且气候也好
[2807.42-2809.22] 西雅图的气候跟温哥华特别
[2809.38-2809.94] 也像
[2809.98-2810.94] 冬天不冷
[2810.94-2812.14] 然后雨水充沛
[2812.14-2814.42] 如果你要是喜欢青山绿水
[2814.46-2817.06] 采蘑菇出海钓鱼
[2818.06-2819.98] 逮斑点虾
[2820.50-2821.58] 吃珍宝蟹
[2821.62-2822.70] 你就来西雅图
[2822.70-2823.66] 咱俩还能见面
[2823.90-2825.02] 我开车过去摇一摇
[2825.02-2826.14] 咱俩吃生蚝去
[2826.18-2827.66] 西雅图这边有好多蚝田
[2827.66-2828.66] Oysterfield
[2830.54-2832.66] 吃生蚝的店就在蚝田边上
[2833.46-2834.98] 20美刀
[2835.02-2836.98] 两打实在相当爽
[2837.30-2838.82] 那比洛杉矶便宜多了
[2838.82-2842.82] 所以西雅图是一个很好的地方
[2842.82-2843.94] 如果我去美国
[2843.94-2845.38] 我会首选西雅图
[2845.42-2847.50] 如果孩子教育去东部的话
[2847.50-2850.74] 就是马里兰或者马省
[2852.54-2854.38] 其他的你像洛杉矶
[2854.38-2855.18] 我肯定不去
[2855.18-2856.62] 因为我会得肾结石
[2856.78-2857.54] 水不好
[2858.66-2860.10] 纽约我肯定不去
[2860.10-2861.02] 有哪地方
[2861.02-2862.94] 我曾经都是要创业的人才去的
[2863.34-2866.46] 其他美国大好河山有的是
[2866.46-2868.10] 民生红唇谱的地方有的是
[2868.30-2868.62] 呃
[2868.62-2871.22] 既发达又有良好功效的
[2871.22-2872.38] 那就是number one
[2872.38-2873.02] 就是西雅图了
[2873.02-2873.66] 离我近呢
[2875.42-2877.22] 你开Uber当然也可以了
[2877.22-2879.14] 开Uber轻轻松松
[2879.14-2880.14] 一个月4000刀
[2880.14-2882.14] 你这三天打鱼两天晒网
[2882.26-2883.34] 你如果要是想挣钱
[2883.34-2885.10] 开Uber一个月能干到8000刀
[2885.10-2885.86] 9000刀
[2886.18-2887.06] 挺好
[2888.02-2889.14] 你的思路都挺好
[2889.14-2890.18] 你这50岁
[2890.18-2891.50] 你别开Uber了
[2891.50-2892.62] 因为你的啊
[2892.62-2893.42] 你要开半天
[2893.42-2894.30] Uber当然请了
[2894.30-2896.14] 你就一个月4000刀就足够了
[2896.34-2897.46] 你们家吃吃不完
[2897.46-2898.22] 一个月4000刀
[2898.22-2900.34] 你们全家4口人吃吃不完
[2901.06-2902.50] 然后你那些利息就
[2902.74-2902.94] 呃
[2902.94-2904.34] 付点旅游费用啊
[2904.34-2905.18] 什么健保啊
[2905.18-2905.78] 之类的
[2905.78-2906.62] 嗯
[2906.86-2907.90] 做这些牙医啊
[2907.90-2909.26] 做这些安排呗
[2909.82-2910.46] 好了
[2910.62-2911.34] 下一位
[2911.98-2912.94] 敬爱的老王
[2912.94-2914.22] 我这段时间比较忙
[2914.22-2916.02] 你的节目以前是每期都追
[2916.14-2917.46] 这阵子是累了
[2917.58-2917.94] 呃
[2917.94-2919.02] 咱一起一起看
[2919.22-2919.54] 呃
[2919.54-2920.54] 内容没消化好
[2920.54-2921.70] 有一个珠宝的问题
[2921.70-2922.54] 想再次请教你
[2922.54-2924.06] 他是做珠宝的水贝尔粉丝
[2924.06-2924.70] 叫黑大帅
[2924.70-2925.10] 那个
[2925.62-2926.10] 嗯
[2926.66-2928.06] 你提高过N次珠宝
[2928.06-2928.18] 和火车
[2928.18-2928.78] 黄金
[2928.90-2931.26] 这个请您帮我回答一下问题
[2931.26-2932.74] 就是以以后
[2932.74-2933.90] 这个中国大洪水时代
[2933.90-2935.02] 我们怎么活下去
[2935.14-2936.58] 国内的珠宝业怎么会呀
[2936.58-2937.14] 怎么狗啊
[2937.14-2938.34] 国内做珠宝的小老板
[2938.34-2939.62] 一般都身价就是几千万
[2939.62-2940.70] 这个层层次的
[2940.70-2941.62] 也没什么文化
[2941.70-2942.82] 面对接下来的环境
[2942.82-2943.90] 该怎么苟活呀
[2943.98-2944.26] 呃
[2944.26-2945.22] 或者啊
[2945.22-2946.74] 我还有一个更想听您说的问题
[2946.74-2948.06] 您觉得人生的意义是什么
[2948.06-2950.06] 云中生意在何在呀
[2950.06-2951.10] 没有觉醒的人
[2951.10-2952.30] 如果醒了会很痛苦
[2952.30-2953.82] 那我应不应该叫醒他们
[2953.94-2954.62] 你叫个屁眼
[2954.62-2955.58] 你以为你是谁
[2955.86-2956.86] 你叫得醒吗
[2957.02-2957.22] 呃
[2957.22-2958.02] 再说你怎么知道
[2958.18-2958.66] 你是醒的
[2958.66-2959.66] 他们不是废的
[2959.74-2960.02] 呃
[2960.02-2961.30] 他们是不是醒的呢
[2961.30-2962.42] 就庄周梦蝶
[2962.54-2964.38] 你知道这边是人生
[2964.38-2965.26] 还是这边是人生啊
[2965.26-2966.18] 所以你不要想那么多
[2966.18-2967.46] 不要有偶像包袱
[2968.42-2970.22] 至于国内做珠宝的小老板
[2970.22-2972.06] 未来几十年怎么活
[2972.22-2973.06] 就这么讲吧
[2973.06-2974.06] 珠宝这个行业
[2974.06-2975.46] 按我的旋转木马理论呢
[2975.46-2976.86] 它一定是最后转起来的
[2976.86-2978.62] 就是这个国家什么都有的时候
[2978.62-2979.78] 珠宝就好做了
[2979.82-2980.62] 你活得了
[2980.62-2981.06] 活不了
[2981.06-2981.50] 如何狗
[2981.50-2982.42] 你要看
[2983.98-2985.38] 今上的作弊程度
[2985.42-2987.42] 如果今上发誓一定要做
[2987.42-2988.10] 战时模式
[2988.10-2989.50] 恢复计划经济
[2989.50-2990.30] 恢复配给制
[2990.30-2991.26] 那你们就全死了
[2991.26-2992.18] 你们珠宝个屁
[2992.18-2994.90] 你们呃要恢复到这个衣食住行的
[2994.90-2995.90] 这个模式上去
[2995.94-2998.30] 那珠宝那时候谁去选珠宝啊
[2998.30-2999.50] 咱们吃都吃不好
[2999.54-3000.14] 所以呢
[3000.14-3001.70] 如果今上还是要改革开放
[3001.70-3004.58] 这两天他又他治大国入翻烙饼了
[3004.58-3005.78] 他又提改革开放了
[3005.78-3007.54] 他又开始用陈吉宁了
[3008.18-3009.90] 所以他要是改革开放的话呢
[3009.94-3012.94] 那珠宝圈就会形成人民币的繁荣
[3012.94-3015.22] 就是他未必对呃外做贸易
[3015.22-3016.90] 但是他最作为一个中国来说
[3016.90-3017.74] 他印那么多钱
[3017.74-3018.10] 中国人
[3018.10-3019.70] 的人民币也没得出口
[3019.74-3022.62] 那什么卖翡翠的卖财宝的卖黄金的
[3022.62-3024.90] 在中国日子也不会太难过
[3025.06-3026.38] 所以你还是还是那句话
[3026.38-3028.14] 看2024年11月
[3028.18-3029.42] 那个审判日吧
[3030.10-3032.30] 看金金上到底怎么走
[3032.34-3034.66] 如果2024年11月他怂了
[3034.66-3035.50] 他没打台湾
[3035.50-3036.78] 老老王打脸了
[3036.78-3037.26] 操
[3037.30-3039.66] 那那那大家就好了
[3039.66-3040.42] 那就是
[3040.90-3043.06] 那就是大家要迎来
[3043.38-3044.30] 下一轮
[3044.30-3045.94] 息事改革开放了
[3045.98-3047.74] 那如果要是他
[3047.78-3048.10] 打了
[3048.10-3048.74] 台湾的话
[3048.74-3049.94] 那就那就完蛋了
[3049.94-3050.14] 啊
[3050.14-3053.30] 那就那你们就财宝行业就转行吧
[3053.30-3054.66] 那就是挣来的钱
[3054.66-3055.78] 又得还回去
[3057.26-3058.30] 大老王你好
[3058.30-3060.46] 我是从宅小鸟那边过来关注你的
[3060.50-3062.94] 一开始觉得宅小鸟虽然在国内骗钱
[3062.94-3064.70] 但个人经历丰富
[3064.74-3065.86] 又是国务院参事
[3065.86-3066.22] 错
[3066.22-3067.58] 他不是国务院参事
[3067.62-3069.66] 他认识国务院参事啊
[3069.70-3070.38] 他认识一个
[3070.38-3072.10] 他那时候认识一个国务院参事
[3072.14-3073.78] 他在哥华的时候认识一个老头
[3073.78-3074.78] 他老去拜访人家
[3074.78-3075.54] 好像姓刘
[3075.58-3076.90] 他什么国务院参事
[3076.90-3077.90] 他一他知道
[3077.90-3078.90] 他是在哪儿吗
[3078.90-3079.98] 他的门在哪开
[3079.98-3080.62] 他都不知道
[3080.62-3081.46] 一派胡言
[3081.46-3082.66] 他下鸡巴吃的
[3082.70-3083.82] 又是建行高管
[3083.82-3084.66] 暑时三个月
[3084.66-3085.86] 三个月之后辞职了
[3086.06-3087.70] 资金融资本大鳄
[3087.70-3089.34] 那好吧
[3089.58-3093.22] 呃又是清华教授高大上的一逼
[3093.22-3094.86] 那清华北大教授我都说了
[3094.90-3095.90] 他不是正式编制
[3095.90-3098.02] 他是业呃那个那个三产的
[3099.06-3101.66] 但仔细琢磨这时间上不对吧
[3101.74-3102.14] 对啊
[3102.14-3103.14] 这你看你都反应过来
[3103.14-3104.30] 这时间上对不起
[3104.34-3105.02] 对不上啊
[3105.02-3107.86] 因为这个履历中的任何一条
[3107.86-3108.78] 如果属实
[3108.82-3110.46] 都是人一生的积累
[3110.46-3111.02] 我操
[3111.06-3113.50] 宅香鸟一生积累了别人四生吗
[3113.54-3114.14] 你像我
[3114.14-3116.02] 我说我金融资本中饿
[3116.02-3117.58] 我是经历了很多年
[3117.58-3119.10] 我只积累出来这一条
[3119.14-3119.58] 我操
[3119.58-3121.18] 我可没有说我是建行高管
[3121.18-3122.90] 我也没说我是国务院参事
[3122.94-3124.02] 还是清华大学教授
[3124.02-3124.54] 啊操
[3125.54-3126.94] 而且呢干货越来越少
[3126.94-3127.54] 您就不同
[3127.54-3128.54] 表面丝滑开车
[3128.54-3130.22] 但西向怒骂中有干货
[3130.30-3130.94] 别说这个
[3130.94-3131.66] 我也没干货
[3131.66-3134.18] 特别喜欢听您谈玄学及金融
[3134.22-3135.22] 相关的话题
[3135.22-3137.30] 我是跟红苗正的红三代
[3137.30-3137.66] 北京
[3137.66-3138.14] 出生
[3138.14-3141.06] 以前我二舅还跟老习是同班同学
[3141.30-3143.22] 但我绝不是什么官三代
[3143.22-3145.42] 因为我们家官二代混的奇事了了
[3145.42-3145.82] 哎对
[3145.82-3147.22] 你也属实在人
[3147.26-3148.22] 没混起来
[3148.22-3149.10] 官二代
[3149.46-3151.78] 红三代混不起来的还是99%
[3152.14-3153.46] 像老习那样
[3153.46-3156.10] 祖上冒青烟的
[3156.10-3157.38] 就是个吧
[3157.74-3159.98] 但我绝不是什么官三代
[3159.98-3161.62] 因为我们家二代混的奇事了了
[3161.62-3164.18] 而且根据我观察到的周围的红二代
[3164.22-3165.94] 绝大部分混的都一般
[3165.94-3167.62] 特别是我们这种军队干部的
[3167.62-3167.66] 集团
[3167.66-3168.34] 家庭
[3168.38-3171.42] 相反政府部门家庭的官二代还是经商
[3171.42-3172.34] 混得不错的
[3172.38-3174.66] 所以想让老王帮助证明一下
[3174.66-3176.14] 红二代跟官二代有重合
[3176.14-3177.82] 但并不是一类人
[3178.66-3179.82] 我帮你证明
[3180.02-3182.62] 就是官二代红三代
[3182.78-3184.10] 他们并不是坏人
[3184.10-3184.78] 而且相反
[3184.78-3186.98] 他们比绝大部分老百姓的人品要好
[3187.02-3189.14] 因为他们从过这个家庭出来
[3189.14-3189.38] 第一
[3189.38-3190.90] 他们很谨慎
[3191.10-3192.70] 从小就知道要出事
[3192.70-3194.14] 玩作作逼作大了
[3194.14-3195.34] 因为文革的时间
[3195.38-3196.78] 出事的人很多
[3196.78-3197.42] 所以
[3197.42-3199.22] 老爷爷奶奶都会告诉你们
[3199.22-3200.22] 别太狂
[3200.22-3201.34] 这是所有的官二代
[3201.38-3202.02] 包括老习家
[3202.02-3204.02] 以前都是低调做人的
[3204.78-3205.18] 第二
[3205.18-3207.50] 他们性格相对来说比较稳定
[3207.54-3211.62] 尤其是那种贵州云南四川那种
[3211.86-3213.34] 屌地方出来的人
[3214.94-3217.14] 人无三日宁
[3217.22-3218.78] 地无三尺平
[3218.94-3220.66] 天无三日晴
[3220.94-3223.34] 所以你都不知道他在想什么
[3223.34-3225.02] 他也不知道他在想什么
[3225.06-3226.14] 你明明对他很好
[3226.14-3227.14] 他说犯恋
[3227.14-3228.02] 就给你翻脸
[3228.02-3231.10] 就跟一个性格不稳定的基因筛选
[3231.10-3232.82] 没有做好的狗一样
[3232.82-3236.26] 就是大家知道好狗明犬是他性格稳定
[3236.70-3238.06] 红二代红三代
[3238.18-3240.02] 这些家族他们的孩子
[3240.02-3241.26] 他们就是性格稳定
[3241.26-3242.66] 基因筛选过的好狗
[3242.70-3244.74] 名犬品种非常好
[3244.98-3248.58] 黑贝什么拉不拉多金毛
[3248.58-3249.82] 他是这样 level的
[3250.22-3252.46] 你哥那些地方
[3252.46-3254.58] 我说那些群困家庭出来的
[3254.58-3254.94] 哎呦
[3254.94-3257.10] 那真的是比特
[3257.14-3258.18] 就是他们咬人
[3258.30-3258.66] 我操
[3258.66-3260.02] 说咬就咬
[3260.10-3260.58] 脏嗷
[3260.58-3261.58] 都是这样
[3261.62-3264.14] 所以不说了
[3264.90-3265.86] 你们是好人
[3265.94-3267.74] 你们有的人很有钱
[3267.74-3269.62] 那是因为你们祖上有基因德
[3269.70-3271.02] 你们挣着了钱
[3271.02-3273.42] 但是挣着钱的人不一定是坏人
[3273.54-3276.42] 没挣着钱的人不一定是好人
[3276.42-3278.06] 这里边是有逻辑区别的
[3278.10-3280.90] 这个里边是有逻辑上的区别的
[3280.94-3283.18] 如果我们把人分成挣着钱的人
[3283.22-3284.38] 和没挣着钱的人
[3284.38-3286.02] 就是改革开放大潮中
[3286.06-3286.62] 呃
[3286.62-3287.10] 有了钱
[3287.10-3288.14] 的和没有钱的
[3288.18-3290.22] 这两个集合的话
[3290.58-3291.98] 有钱的人1%
[3292.02-3293.86] 大部分99%没挣着钱
[3293.90-3296.26] 还可以把同样的一个人群分成
[3296.26-3298.30] 另外两个集合和好人和坏人
[3298.34-3299.58] 好人大概30%
[3299.58-3301.18] 坏人大概70%
[3301.22-3303.74] 当你把这两个集合重合的时候
[3303.74-3305.70] 你就会发现问题来了
[3306.66-3307.98] 挣着钱的1%
[3307.98-3309.50] 不一定是坏人
[3309.98-3311.74] 因为有30%的是坏人
[3311.78-3313.50] 70%的是坏人
[3313.50-3314.46] 30%好人
[3314.50-3316.06] 就是挣着钱的那部分人里边
[3316.06-3317.06] 也可能有好人
[3317.10-3318.82] 当然比例可能更低一点
[3318.82-3320.18] 当然也有可能更高一点
[3320.18-3322.98] 它是随机相合的两拨
[3322.98-3325.38] 但是大部分坏人没挣着钱
[3326.02-3328.78] 就算所有的坏人都是挣着钱的人
[3328.78-3329.98] 就是好人一分钱都挣不着
[3329.98-3331.98] 那也有29%的坏人坏逼
[3331.98-3332.70] 没挣着钱
[3334.51-3335.39] 我说错了
[3335.39-3336.99] 69%的坏逼没挣着钱
[3336.99-3338.11] 因为坏人占大部分
[3338.43-3340.19] 人类中70%人是坏人
[3340.87-3342.35] 30%人是好人
[3342.79-3344.51] 也就是说你没挣着钱
[3344.51-3346.35] 并不能说明你是好人
[3346.39-3348.19] 经常有没挣着钱的人
[3348.19-3349.11] 感慨
[3349.11-3351.59] 我他们就是我人性太善良了
[3351.59-3352.55] 我太好了
[3352.55-3354.03] 所以我在改革开放过程中
[3354.03-3355.43] 我没有钻门倒栋
[3355.43-3357.23] 我不会溜肩耍滑
[3357.23-3357.99] 我不会犯罪
[3357.99-3358.83] 所以我没挣着钱
[3358.83-3359.55] 呸
[3359.59-3360.79] 你他们是蠢
[3361.07-3362.15] 你还没挣着钱
[3362.19-3364.47] 69%坏人都没挣着钱
